系统时间,相对时间(s),扭矩(Nm),转速(rpm),功率(W),Ch1_Temp_C,Ch1_MOS_C,Ch1_Err,Ch1_Pos_rad,Ch1_Spd_rads,Ch1_Cur_A,Ch2_Temp_C,Ch2_MOS_C,Ch2_Err,Ch2_Pos_rad,Ch2_Spd_rads,Ch2_Cur_A,图像.最高温,图像.最低温,图像.平均温,P1.最高温,P2.最高温
2026/03/31 10:25:17.613,56.064,-3.6424,145.91,55.6564,22,29,0,-6.7248,14.589,1.1209,0,0,0,0.0,0.0,0.0,24.9,18.3,19.8,20.4,24.1
2026/03/31 10:25:17.614,56.065,-2.7839,145.91,42.5384,22,29,0,-6.7248,14.589,1.1209,0,0,0,0.0,0.0,0.0,24.9,18.3,19.8,20.4,24.1
2026/03/31 10:25:17.703,56.154,-2.5552,145.91,39.0438,22,29,0,-5.2588,15.4681,1.1355,0,0,0,0.0,0.0,0.0,24.9,18.3,19.8,20.4,24.1
2026/03/31 10:25:17.703,56.153,-2.5496,145.91,38.9582,22,29,0,-5.2588,15.4681,1.1355,0,0,0,0.0,0.0,0.0,24.9,18.3,19.8,20.4,24.1
2026/03/31 10:25:17.795,56.246,-2.5944,145.9,39.6401,22,29,0,-3.95,16.1538,1.3846,0,0,0,0.0,0.0,0.0,24.9,18.3,19.8,20.5,24.1
2026/03/31 10:25:17.854,56.305,-3.2384,145.9,49.4798,22,29,0,-3.95,16.1538,1.3846,0,0,0,0.0,0.0,0.0,24.9,18.3,19.8,20.5,24.1
2026/03/31 10:25:17.898,56.349,-3.1216,145.9,47.6952,22,29,0,-2.2768,15.3363,1.5897,0,0,0,0.0,0.0,0.0,24.9,18.3,19.8,20.5,24.1
2026/03/31 10:25:17.898,56.349,-3.848,145.9,58.7939,22,29,0,-2.2768,15.3363,1.5897,0,0,0,0.0,0.0,0.0,24.9,18.3,19.8,20.5,24.1
2026/03/31 10:25:17.899,56.35,-3.0744,145.9,46.974,22,29,0,-2.2768,15.3363,1.5897,0,0,0,0.0,0.0,0.0,24.9,18.3,19.8,20.5,24.1
2026/03/31 10:25:18.015,56.466,-3.7776,145.9,57.7183,22,29,0,-1.4231,15.6791,1.2674,0,0,0,0.0,0.0,0.0,24.9,18.3,19.8,20.5,24.2
